Precinct Number,Precinct Name,Total Reg Voters,Democratic Reg Voters,Republican Reg Voters,Nonpartisan Reg Voters,Total Ballots Cast,Democratic Ballots Cast,Republican Ballots Cast,Nonpartisan Ballots Cast,Total Voter Turnout (%),Democratic Voter Turnout (%),Republican Voter Turnout (%),Nonpartisan Voter Turnout (%)
310,MARSHALL DIST 1,885,285,462,,117,48,69,,13.22,16.84,14.94,
311,MARSHALL DIST 2,1086,289,609,,121,49,72,,11.14,16.96,11.82,
312,MARSHALL DIST 3,799,253,410,,77,43,34,,9.64,17,8.29,
313,MARSHALL DIST 4,1063,371,497,,103,60,43,,9.69,16.17,8.65,
314,MARSHALL DIST 5,1366,470,646,,101,58,43,,7.39,12.34,6.66,
315,MARSHALL DIST 6,979,303,487,,90,36,54,,9.19,11.88,11.09,
316,MCCANDLESS WARD 1 DIST 1,1096,324,617,,206,82,124,,18.8,25.31,20.1,
317,MCCANDLESS WARD 1 DIST 2,925,434,342,,139,78,61,,15.03,17.97,17.84,
318,MCCANDLESS WARD 1 DIST 3,1239,475,532,,125,66,59,,10.09,13.89,11.09,
319,MCCANDLESS WARD 2 DIST 1,1404,544,614,,237,122,115,,16.88,22.43,18.73,
320,MCCANDLESS WARD 2 DIST 2,855,312,437,,130,63,67,,15.2,20.19,15.33,
321,MCCANDLESS WARD 2 DIST 3,868,344,379,,160,78,82,,18.43,22.67,21.64,
322,MCCANDLESS WARD 3 DIST 1,948,409,405,,184,106,78,,19.41,25.92,19.26,
323,MCCANDLESS WARD 3 DIST 2,1073,431,488,,157,82,75,,14.63,19.03,15.37,
324,MCCANDLESS WARD 3 DIST 3,1029,396,490,,168,86,82,,16.33,21.72,16.73,
325,MCCANDLESS WARD 4 DIST 1,1514,630,684,,282,128,154,,18.63,20.32,22.51,
326,MCCANDLESS WARD 4 DIST 2,910,416,376,,174,103,71,,19.12,24.76,18.88,
327,MCCANDLESS WARD 4 DIST 3,725,259,376,,150,66,84,,20.69,25.48,22.34,
328,MCCANDLESS WARD 5 DIST 1,821,314,400,,148,63,85,,18.03,20.06,21.25,
329,MCCANDLESS WARD 5 DIST 2,1326,523,613,,176,79,97,,13.27,15.11,15.82,
330,MCCANDLESS WARD 5 DIST 3,940,413,375,,171,99,72,,18.19,23.97,19.2,
331,MCCANDLESS WARD 6 DIST 1,480,212,206,,130,56,74,,27.08,26.42,35.92,
332,MCCANDLESS WARD 6 DIST 2,1010,423,445,,234,114,120,,23.17,26.95,26.97,
333,MCCANDLESS WARD 6 DIST 3,1771,655,848,,296,137,159,,16.71,20.92,18.75,
334,MCCANDLESS WARD 7 DIST 1,1572,635,688,,193,96,97,,12.28,15.12,14.1,
335,MCCANDLESS WARD 7 DIST 2,980,398,443,,170,92,78,,17.35,23.12,17.61,
336,MCCANDLESS WARD 7 DIST 3,512,206,248,,84,42,42,,16.41,20.39,16.94,
337,MCDONALD,208,107,76,,21,15,6,,10.1,14.02,7.89,
338,MCKEESPORT WARD 1,16,13,2,,0,0,0,,0,0,0,
339,MCKEESPORT WARD 2,267,208,25,,25,24,1,,9.36,11.54,4,
340,MCKEESPORT WARD 3 DIST 1,301,253,17,,55,51,4,,18.27,20.16,23.53,
341,MCKEESPORT WARD 3 DIST 2,129,110,6,,14,14,0,,10.85,12.73,0,
342,MCKEESPORT WARD 4,323,256,19,,30,29,1,,9.29,11.33,5.26,
343,MCKEESPORT WARD 5,525,415,51,,81,76,5,,15.43,18.31,9.8,
344,MCKEESPORT WARD 6 DIST 1,400,317,36,,40,37,3,,10,11.67,8.33,
345,MCKEESPORT WARD 6 DIST 2,320,256,24,,26,24,2,,8.13,9.38,8.33,
346,MCKEESPORT WARD 7 DIST 1,508,435,45,,78,76,2,,15.35,17.47,4.44,
347,MCKEESPORT WARD 7 DIST 2,298,270,12,,42,41,1,,14.09,15.19,8.33,
348,MCKEESPORT WARD 7 DIST 3,352,282,39,,36,33,3,,10.23,11.7,7.69,
349,MCKEESPORT WARD 7 DIST 4,464,373,37,,46,42,4,,9.91,11.26,10.81,
350,MCKEESPORT WARD 7 DIST 5,544,436,57,,57,56,1,,10.48,12.84,1.75,
351,MCKEESPORT WARD 7 DIST 6,496,394,58,,57,51,6,,11.49,12.94,10.34,
352,MCKEESPORT WARD 7 DIST 7,383,335,26,,65,63,2,,16.97,18.81,7.69,
353,MCKEESPORT WARD 8 DIST 1,318,225,54,,46,39,7,,14.47,17.33,12.96,
354,MCKEESPORT WARD 8 DIST 2,517,376,95,,79,73,6,,15.28,19.41,6.32,
355,MCKEESPORT WARD 8 DIST 3,563,454,66,,53,50,3,,9.41,11.01,4.55,
356,MCKEESPORT WARD 8 DIST 4,460,295,122,,90,63,27,,19.57,21.36,22.13,
357,MCKEESPORT WARD 8 DIST 5,556,460,34,,44,43,1,,7.91,9.35,2.94,
358,MCKEESPORT WARD 8 DIST 6,234,139,64,,29,20,9,,12.39,14.39,14.06,
359,MCKEESPORT WARD 9 DIST 1,475,335,89,,63,58,5,,13.26,17.31,5.62,
360,MCKEESPORT WARD 9 DIST 2,598,427,100,,103,86,17,,17.22,20.14,17,
361,MCKEESPORT WARD 9 DIST 3,418,316,67,,66,56,10,,15.79,17.72,14.93,
362,MCKEESPORT WARD 10 DIST 1,338,236,58,,42,37,5,,12.43,15.68,8.62,
363,MCKEESPORT WARD 10 DIST 2,319,215,61,,37,29,8,,11.6,13.49,13.11,
364,MCKEESPORT WARD 11 DIST 1,459,348,76,,93,85,8,,20.26,24.43,10.53,
365,MCKEESPORT WARD 11 DIST 2,429,293,87,,69,55,14,,16.08,18.77,16.09,
366,MCKEESPORT WARD 11 DIST 3,264,213,38,,76,68,8,,28.79,31.92,21.05,
367,MCKEESPORT WARD 12 DIST 1,318,228,62,,45,35,10,,14.15,15.35,16.13,
368,MCKEESPORT WARD 12 DIST 2,368,249,98,,75,54,21,,20.38,21.69,21.43,
369,MCKEESPORT WARD 12 DIST 3,578,402,141,,180,157,23,,31.14,39.05,16.31,
370,MCKEES ROCKS WD 1 DIST 1,270,228,11,,61,60,1,,22.59,26.32,9.09,
371,MCKEES ROCKS WD 1 DIST 2,576,446,66,,101,95,6,,17.53,21.3,9.09,
372,MCKEES ROCKS WD 2 DIST 1,707,548,71,,166,148,18,,23.48,27.01,25.35,
373,MCKEES ROCKS WD 2 DIST 2,666,492,83,,81,73,8,,12.16,14.84,9.64,
374,MCKEES ROCKS WD 3 DIST 1,760,535,130,,159,130,29,,20.92,24.3,22.31,
375,MCKEES ROCKS WD 3 DIST 2,583,436,68,,80,72,8,,13.72,16.51,11.76,
376,MCKEES ROCKS WD 3 DIST 3,550,409,79,,103,88,15,,18.73,21.52,18.99,
377,MILLVALE DIST 1,570,358,111,,65,54,11,,11.4,15.08,9.91,
378,MILLVALE DIST 2,427,247,105,,54,44,10,,12.65,17.81,9.52,
379,MILLVALE DIST 3,451,284,94,,58,44,14,,12.86,15.49,14.89,
380,MILLVALE DIST 4,438,264,105,,59,48,11,,13.47,18.18,10.48,
381,MILLVALE DIST 5,573,391,111,,119,102,17,,20.77,26.09,15.32,
382,MONROEVILLE WARD 1 DIST 1,690,426,166,,153,130,23,,22.17,30.52,13.86,
383,MONROEVILLE WARD 1 DIST 2,644,319,250,,165,101,64,,25.62,31.66,25.6,
384,MONROEVILLE WARD 1 DIST 3,852,449,299,,205,141,64,,24.06,31.4,21.4,
385,MONROEVILLE WARD 1 DIST 4,913,596,182,,89,66,23,,9.75,11.07,12.64,
386,MONROEVILLE WARD 2 DIST 1,895,479,321,,211,135,76,,23.58,28.18,23.68,
387,MONROEVILLE WARD 2 DIST 2,982,487,367,,235,155,80,,23.93,31.83,21.8,
388,MONROEVILLE WARD 2 DIST 3,1070,506,415,,284,187,97,,26.54,36.96,23.37,
389,MONROEVILLE WARD 3 DIST 1,1193,565,485,,224,128,96,,18.78,22.65,19.79,
390,MONROEVILLE WARD 3 DIST 2,659,328,249,,160,92,68,,24.28,28.05,27.31,
391,MONROEVILLE WARD 3 DIST 3,990,511,350,,261,173,88,,26.36,33.86,25.14,
392,MONROEVILLE WARD 3 DIST 4,416,174,185,,83,52,31,,19.95,29.89,16.76,
393,MONROEVILLE WARD 4 DIST 1,673,338,238,,116,78,38,,17.24,23.08,15.97,
394,MONROEVILLE WARD 4 DIST 2,1068,512,398,,240,134,106,,22.47,26.17,26.63,
395,MONROEVILLE WARD 4 DIST 3,961,522,313,,211,147,64,,21.96,28.16,20.45,
396,MONROEVILLE WARD 5 DIST 1,606,344,187,,167,119,48,,27.56,34.59,25.67,
397,MONROEVILLE WARD 5 DIST 2,893,532,225,,91,65,26,,10.19,12.22,11.56,
398,MONROEVILLE WARD 5 DIST 3,872,464,304,,161,101,60,,18.46,21.77,19.74,
399,MONROEVILLE WARD 5 DIST 4,646,340,175,,52,37,15,,8.05,10.88,8.57,
400,MONROEVILLE WARD 6 DIST 1,812,478,256,,193,134,59,,23.77,28.03,23.05,
401,MONROEVILLE WARD 6 DIST 2,806,468,232,,132,103,29,,16.38,22.01,12.5,
402,MONROEVILLE WARD 6 DIST 3,1092,644,276,,104,77,27,,9.52,11.96,9.78,
403,MONROEVILLE WARD 6 DIST 4,366,234,91,,61,46,15,,16.67,19.66,16.48,
404,MONROEVILLE WARD 7 DIST 1,1346,842,351,,282,200,82,,20.95,23.75,23.36,
405,MONROEVILLE WARD 7 DIST 2,831,534,193,,159,132,27,,19.13,24.72,13.99,
406,MONROEVILLE WARD 7 DIST 3,617,351,196,,173,120,53,,28.04,34.19,27.04,
407,MOON DIST 1,1459,665,493,,53,24,29,,3.63,3.61,5.88,
408,MOON DIST 2,1782,732,808,,197,125,72,,11.05,17.08,8.91,
409,MOON DIST 3,1421,745,454,,90,56,34,,6.33,7.52,7.49,
410,MOON DIST 4,762,338,304,,78,52,26,,10.24,15.38,8.55,
411,MOON DIST 5,2375,953,1052,,159,90,69,,6.69,9.44,6.56,
412,MOON DIST 6,2186,909,957,,199,109,90,,9.1,11.99,9.4,
413,MOON DIST 7,1538,775,513,,129,87,42,,8.39,11.23,8.19,
414,MOON DIST 8,974,508,356,,124,83,41,,12.73,16.34,11.52,
415,MOON DIST 9,1916,791,840,,127,73,54,,6.63,9.23,6.43,
416,MOON DIST 10,767,349,287,,100,52,48,,13.04,14.9,16.72,
417,MOON DIST 11,1331,532,618,,130,79,51,,9.77,14.85,8.25,
418,MOON DIST 12,990,450,414,,146,74,72,,14.75,16.44,17.39,
419,MOON DIST 13,713,301,316,,78,38,40,,10.94,12.62,12.66,
420,MT LEBANON WARD 1 DIST 1,821,295,401,125,174,95,76,3,21.19,32.2,18.95,2.4
421,MT LEBANON WARD 1 DIST 2,682,389,180,113,89,71,15,3,13.05,18.25,8.33,2.65
422,MT LEBANON WARD 1 DIST 3,651,334,222,95,171,127,41,3,26.27,38.02,18.47,3.16
423,MT LEBANON WARD 1 DIST 4,781,363,269,149,150,94,52,4,19.21,25.9,19.33,2.68
424,MT LEBANON WARD 1 DIST 5,601,301,219,81,150,86,62,2,24.96,28.57,28.31,2.47
425,MT LEBANON WARD 1 DIST 6,1080,462,470,148,197,116,73,8,18.24,25.11,15.53,5.41
426,MT LEBANON WARD 1 DIST 7,780,449,216,115,129,95,29,5,16.54,21.16,13.43,4.35
427,MT LEBANON WARD 2 DIST 1,952,446,370,136,258,171,83,4,27.1,38.34,22.43,2.94
428,MT LEBANON WARD 2 DIST 2,609,312,211,86,173,115,50,8,28.41,36.86,23.7,9.3
429,MT LEBANON WARD 2 DIST 3,711,351,259,101,202,144,53,5,28.41,41.03,20.46,4.95
430,MT LEBANON WARD 2 DIST 4,539,273,195,71,138,110,26,2,25.6,40.29,13.33,2.82
431,MT LEBANON WARD 2 DIST 5,586,307,204,75,162,115,43,4,27.65,37.46,21.08,5.33
432,MT LEBANON WARD 2 DIST 6,559,285,196,78,147,95,48,4,26.3,33.33,24.49,5.13
433,MT LEBANON WARD 2 DIST 7,622,326,216,80,169,135,31,3,27.17,41.41,14.35,3.75
434,MT LEBANON WARD 2 DIST 8,988,495,382,111,173,114,54,5,17.51,23.03,14.14,4.5
435,MT LEBANON WARD 3 DIST 1,644,307,262,75,131,82,47,2,20.34,26.71,17.94,2.67
436,MT LEBANON WARD 3 DIST 2,861,424,305,132,162,105,53,4,18.82,24.76,17.38,3.03
437,MT LEBANON WARD 3 DIST 3,677,271,322,84,163,94,63,6,24.08,34.69,19.57,7.14
438,MT LEBANON WARD 3 DIST 4,749,341,288,120,121,79,41,1,16.15,23.17,14.24,0.83
439,MT LEBANON WARD 3 DIST 5,704,333,273,98,124,74,44,6,17.61,22.22,16.12,6.12
440,MT LEBANON WARD 3 DIST 6,445,223,150,72,92,63,23,6,20.67,28.25,15.33,8.33
441,MT LEBANON WARD 3 DIST 7,824,371,351,102,166,105,60,1,20.15,28.3,17.09,0.98
442,MT LEBANON WARD 3 DIST 8,324,155,129,40,54,36,17,1,16.67,23.23,13.18,2.5
443,MT LEBANON WARD 4 DIST 1,784,385,262,137,106,67,32,7,13.52,17.4,12.21,5.11
444,MT LEBANON WARD 4 DIST 2,872,460,281,131,147,101,39,7,16.86,21.96,13.88,5.34
445,MT LEBANON WARD 4 DIST 3,731,373,258,100,98,70,26,2,13.41,18.77,10.08,2
446,MT LEBANON WARD 4 DIST 4,673,326,254,93,148,88,57,3,21.99,26.99,22.44,3.23
447,MT LEBANON WARD 4 DIST 5,608,281,239,88,153,97,55,1,25.16,34.52,23.01,1.14
448,MT LEBANON WARD 4 DIST 6,667,333,223,111,173,116,50,7,25.94,34.83,22.42,6.31
449,MT LEBANON WARD 4 DIST 7,803,419,279,105,138,105,33,0,17.19,25.06,11.83,0
450,MT LEBANON WARD 5 DIST 1,628,345,181,102,115,80,29,6,18.31,23.19,16.02,5.88
451,MT LEBANON WARD 5 DIST 2,455,264,115,76,50,36,12,2,10.99,13.64,10.43,2.63
452,MT LEBANON WARD 5 DIST 3,609,316,191,102,103,69,32,2,16.91,21.84,16.75,1.96
453,MT LEBANON WARD 5 DIST 4,568,274,204,90,95,64,28,3,16.73,23.36,13.73,3.33
454,MT LEBANON WARD 5 DIST 5,630,345,208,77,156,119,35,2,24.76,34.49,16.83,2.6
455,MT LEBANON WARD 5 DIST 6,464,246,150,68,106,77,28,1,22.84,31.3,18.67,1.47
456,MT LEBANON WARD 5 DIST 7,783,402,264,117,108,83,24,1,13.79,20.65,9.09,0.85
457,MT LEBANON WARD 5 DIST 8,1019,561,283,175,124,90,32,2,12.17,16.04,11.31,1.14
458,MT OLIVER DIST 1,724,531,76,,52,46,6,,7.18,8.66,7.89,
459,MT OLIVER DIST 2,775,597,78,,79,75,4,,10.19,12.56,5.13,
460,MT OLIVER DIST 3,492,351,60,,51,43,8,,10.37,12.25,13.33,
461,MT OLIVER DIST 4,325,233,40,,51,48,3,,15.69,20.6,7.5,
462,MUNHALL DIST 1,492,292,112,,73,64,9,,14.84,21.92,8.04,
463,MUNHALL DIST 2,489,354,64,,54,52,2,,11.04,14.69,3.13,
464,MUNHALL DIST 3,528,408,49,,81,68,13,,15.34,16.67,26.53,
465,MUNHALL DIST 4,438,315,69,,81,65,16,,18.49,20.63,23.19,
466,MUNHALL DIST 5,727,499,160,,203,167,36,,27.92,33.47,22.5,
467,MUNHALL DIST 6,709,478,145,,183,149,34,,25.81,31.17,23.45,
468,MUNHALL DIST 7,1156,797,246,,328,274,54,,28.37,34.38,21.95,
469,MUNHALL DIST 8,617,400,162,,206,177,29,,33.39,44.25,17.9,
470,MUNHALL DIST 9,695,479,136,,189,154,35,,27.19,32.15,25.74,
471,MUNHALL DIST 10,527,369,105,,159,126,33,,30.17,34.15,31.43,
472,MUNHALL DIST 11,943,592,270,,304,225,79,,32.24,38.01,29.26,
473,MUNHALL DIST 12,579,386,136,,198,169,29,,34.2,43.78,21.32,
474,NEVILLE WARD 1,284,166,78,,42,32,10,,14.79,19.28,12.82,
475,NEVILLE WARD 2,228,131,60,,33,28,5,,14.47,21.37,8.33,
476,NEVILLE WARD 3,272,171,73,,64,52,12,,23.53,30.41,16.44,
477,N BRADDOCK WARD 1 DIST 1,218,171,30,,81,77,4,,37.16,45.03,13.33,
478,N BRADDOCK WARD 1 DIST 2,516,385,56,,115,102,13,,22.29,26.49,23.21,
479,N BRADDOCK WARD 1 DIST 3,570,421,74,,112,107,5,,19.65,25.42,6.76,
480,N BRADDOCK WARD 2 DIST 1,445,365,39,,84,81,3,,18.88,22.19,7.69,
481,N BRADDOCK WARD 2 DIST 2,605,489,51,,117,113,4,,19.34,23.11,7.84,
482,N BRADDOCK WARD 3 DIST 1,369,313,19,,55,52,3,,14.91,16.61,15.79,
483,N BRADDOCK WARD 3 DIST 2,542,447,33,,53,49,4,,9.78,10.96,12.12,
484,N FAYETTE DIST 1,2023,930,836,,225,125,100,,11.12,13.44,11.96,
485,N FAYETTE DIST 2,2274,1043,860,,215,135,80,,9.45,12.94,9.3,
486,N FAYETTE DIST 3,2435,1144,946,,250,162,88,,10.27,14.16,9.3,
487,N FAYETTE DIST 4,1075,529,375,,97,60,37,,9.02,11.34,9.87,
488,N FAYETTE DIST 5,2375,1017,1031,,279,157,122,,11.75,15.44,11.83,
489,N VERSAILLES WD 1 DIST 1,671,416,178,,102,72,30,,15.2,17.31,16.85,
490,N VERSAILLES WD 1 DIST 2,672,406,206,,139,109,30,,20.68,26.85,14.56,
491,N VERSAILLES WD 2 DIST 1,645,406,175,,156,121,35,,24.19,29.8,20,
492,N VERSAILLES WD 2 DIST 2,205,145,44,,44,34,10,,21.46,23.45,22.73,
493,N VERSAILLES WD 3 DIST 1,501,311,141,,128,90,38,,25.55,28.94,26.95,
494,N VERSAILLES WD 3 DIST 2,613,377,169,,95,73,22,,15.5,19.36,13.02,
495,N VERSAILLES WD 4 DIST 1,470,301,114,,119,93,26,,25.32,30.9,22.81,
496,N VERSAILLES WD 4 DIST 2,410,255,118,,122,85,37,,29.76,33.33,31.36,
497,N VERSAILLES WD 5 DIST 1,557,376,91,,42,36,6,,7.54,9.57,6.59,
498,N VERSAILLES WD 5 DIST 2,429,285,95,,40,33,7,,9.32,11.58,7.37,
499,N VERSAILLES WD 6 DIST 1,633,389,182,,150,113,37,,23.7,29.05,20.33,
500,N VERSAILLES WD 6 DIST 2,536,317,156,,119,91,28,,22.2,28.71,17.95,
501,N VERSAILLES WARD 7,709,572,79,,98,92,6,,13.82,16.08,7.59,
502,OAKDALE DIST 1,583,331,172,,78,57,21,,13.38,17.22,12.21,
503,OAKDALE DIST 2,432,258,133,,80,54,26,,18.52,20.93,19.55,
504,OAKMONT DIST 1,921,440,351,,233,142,91,,25.3,32.27,25.93,
505,OAKMONT DIST 2,1073,430,534,,276,158,118,,25.72,36.74,22.1,
506,OAKMONT DIST 3,751,400,258,,195,148,47,,25.97,37,18.22,
507,OAKMONT DIST 4,881,438,331,,205,125,80,,23.27,28.54,24.17,
508,OAKMONT DIST 5,724,352,260,,189,136,53,,26.1,38.64,20.38,
509,OAKMONT DIST 6,1048,537,354,,182,133,49,,17.37,24.77,13.84,
510,OHARA WARD 1 DIST 1,1036,473,405,,144,100,44,,13.9,21.14,10.86,
511,OHARA WARD 1 DIST 2,635,335,206,,80,62,18,,12.6,18.51,8.74,
512,OHARA WARD 2 DIST 1,594,314,200,,87,59,28,,14.65,18.79,14,
513,OHARA WARD 2 DIST 2,900,429,354,,131,78,53,,14.56,18.18,14.97,
514,OHARA WARD 3 DIST 1,674,337,248,,119,68,51,,17.66,20.18,20.56,
515,OHARA WARD 3 DIST 2,574,330,181,,78,58,20,,13.59,17.58,11.05,
516,OHARA WARD 4 DIST 1,541,287,200,,132,85,47,,24.4,29.62,23.5,
517,OHARA WARD 4 DIST 2,766,434,218,,118,96,22,,15.4,22.12,10.09,
518,OHARA WARD 5 DIST 1,732,348,275,,91,69,22,,12.43,19.83,8,
519,OHARA WARD 5 DIST 2,861,447,281,,118,92,26,,13.7,20.58,9.25,
520,OHIO DIST 1,1359,452,719,,161,81,80,,11.85,17.92,11.13,
521,OHIO DIST 2,1467,630,648,,212,139,73,,14.45,22.06,11.27,
522,OHIO DIST 3,1766,737,736,,182,104,78,,10.31,14.11,10.6,
523,GLEN OSBORNE,442,181,190,,99,65,34,,22.4,35.91,17.89,
524,PENN HILLS WARD 1 DIST 1,760,676,34,,119,117,2,,15.66,17.31,5.88,
525,PENN HILLS WARD 1 DIST 2,752,653,47,,142,134,8,,18.88,20.52,17.02,
526,PENN HILLS WARD 1 DIST 3,543,484,16,,74,73,1,,13.63,15.08,6.25,
527,PENN HILLS WARD 1 DIST 4,348,306,14,,40,39,1,,11.49,12.75,7.14,
528,PENN HILLS WARD 1 DIST 5,259,225,7,,37,37,0,,14.29,16.44,0,
529,PENN HILLS WARD 2 DIST 1,803,684,44,,119,115,4,,14.82,16.81,9.09,
530,PENN HILLS WARD 2 DIST 2,755,638,46,,98,96,2,,12.98,15.05,4.35,
531,PENN HILLS WARD 2 DIST 3,886,684,108,,95,81,14,,10.72,11.84,12.96,
532,PENN HILLS WARD 2 DIST 4,602,458,90,,98,88,10,,16.28,19.21,11.11,
533,PENN HILLS WARD 3 DIST 1,791,444,242,,132,97,35,,16.69,21.85,14.46,
534,PENN HILLS WARD 3 DIST 2,508,374,82,,79,65,14,,15.55,17.38,17.07,
535,PENN HILLS WARD 3 DIST 3,639,458,113,,82,61,21,,12.83,13.32,18.58,
536,PENN HILLS WARD 3 DIST 4,804,595,127,,92,68,24,,11.44,11.43,18.9,
537,PENN HILLS WARD 3 DIST 5,469,339,78,,46,40,6,,9.81,11.8,7.69,
538,PENN HILLS WARD 3 DIST 6,453,302,112,,83,57,26,,18.32,18.87,23.21,
539,PENN HILLS WARD 4 DIST 1,548,366,120,,94,73,21,,17.15,19.95,17.5,
540,PENN HILLS WARD 4 DIST 2,743,537,143,,98,83,15,,13.19,15.46,10.49,
541,PENN HILLS WARD 4 DIST 3,755,489,169,,86,71,15,,11.39,14.52,8.88,
542,PENN HILLS WARD 4 DIST 4,590,398,113,,85,67,18,,14.41,16.83,15.93,
543,PENN HILLS WARD 4 DIST 5,597,409,120,,66,44,22,,11.06,10.76,18.33,
544,PENN HILLS WARD 5 DIST 1,725,512,141,,115,96,19,,15.86,18.75,13.48,
545,PENN HILLS WARD 5 DIST 2,615,411,118,,70,55,15,,11.38,13.38,12.71,
546,PENN HILLS WARD 5 DIST 3,683,423,192,,87,58,29,,12.74,13.71,15.1,
547,PENN HILLS WARD 5 DIST 4,620,383,175,,107,77,30,,17.26,20.1,17.14,
548,PENN HILLS WARD 5 DIST 5,502,301,139,,86,68,18,,17.13,22.59,12.95,
549,PENN HILLS WARD 5 DIST 6,744,443,206,,85,66,19,,11.42,14.9,9.22,
550,PENN HILLS WARD 6 DIST 1,566,330,147,,66,46,20,,11.66,13.94,13.61,
551,PENN HILLS WARD 6 DIST 2,653,452,131,,89,72,17,,13.63,15.93,12.98,
552,PENN HILLS WARD 6 DIST 3,540,379,120,,97,82,15,,17.96,21.64,12.5,
553,PENN HILLS WARD 6 DIST 4,593,477,52,,83,77,6,,14,16.14,11.54,
554,PENN HILLS WARD 6 DIST 5,584,424,103,,81,70,11,,13.87,16.51,10.68,
555,PENN HILLS WARD 6 DIST 6,590,405,126,,83,69,14,,14.07,17.04,11.11,
556,PENN HILLS WARD 7 DIST 1,675,492,108,,107,86,21,,15.85,17.48,19.44,
557,PENN HILLS WARD 7 DIST 2,651,412,161,,66,46,20,,10.14,11.17,12.42,
558,PENN HILLS WARD 7 DIST 3,888,599,183,,124,110,14,,13.96,18.36,7.65,
559,PENN HILLS WARD 7 DIST 4,609,392,154,,102,80,22,,16.75,20.41,14.29,
560,PENN HILLS WARD 7 DIST 5,683,424,183,,125,88,37,,18.3,20.75,20.22,
561,PENN HILLS WARD 7 DIST 6,772,508,181,,97,75,22,,12.56,14.76,12.15,
562,PENN HILLS WARD 7 DIST 7,733,446,196,,77,54,23,,10.5,12.11,11.73,
563,PENN HILLS WARD 8 DIST 1,633,372,194,,102,76,26,,16.11,20.43,13.4,
564,PENN HILLS WARD 8 DIST 2,542,307,173,,78,48,30,,14.39,15.64,17.34,
565,PENN HILLS WARD 8 DIST 3,541,289,182,,88,55,33,,16.27,19.03,18.13,
566,PENN HILLS WARD 8 DIST 4,625,357,198,,93,72,21,,14.88,20.17,10.61,
567,PENN HILLS WARD 8 DIST 5,941,563,268,,126,97,29,,13.39,17.23,10.82,
568,PENN HILLS WARD 8 DIST 6,458,255,154,,75,49,26,,16.38,19.22,16.88,
569,PENN HILLS WARD 9 DIST 1,509,272,180,,115,63,52,,22.59,23.16,28.89,
570,PENN HILLS WARD 9 DIST 2,542,303,183,,70,54,16,,12.92,17.82,8.74,
571,PENN HILLS WARD 9 DIST 3,792,452,236,,128,93,35,,16.16,20.58,14.83,
572,PENN HILLS WARD 9 DIST 4,603,328,185,,128,94,34,,21.23,28.66,18.38,
573,PENN HILLS WARD 9 DIST 5,329,271,24,,64,60,4,,19.45,22.14,16.67,
574,PINE DIST 1,1218,324,691,,152,61,91,,12.48,18.83,13.17,
575,PINE DIST 2,1696,420,977,,133,55,78,,7.84,13.1,7.98,
576,PINE DIST 3,445,164,223,,46,25,21,,10.34,15.24,9.42,
577,PINE DIST 4,1207,376,620,,158,66,92,,13.09,17.55,14.84,
578,PINE DIST 5,1649,481,861,,164,81,83,,9.95,16.84,9.64,
579,PINE DIST 6,562,132,329,,52,19,33,,9.25,14.39,10.03,
580,PINE DIST 7,1417,506,676,,154,71,83,,10.87,14.03,12.28,
581,PINE DIST 8,1101,303,623,,114,47,67,,10.35,15.51,10.75,
582,PITCAIRN DIST 1,948,601,223,,223,170,53,,23.52,28.29,23.77,
583,PITCAIRN DIST 2,520,343,106,,96,80,16,,18.46,23.32,15.09,
584,PITCAIRN DIST 3,673,439,167,,269,226,43,,39.97,51.48,25.75,
585,PITTSBURGH WARD 1 DIST 1,3921,2086,843,,62,57,5,,1.58,2.73,0.59,
586,PITTSBURGH WARD 1 DIST 2,675,495,73,,78,76,2,,11.56,15.35,2.74,
587,PITTSBURGH WARD 2 DIST 1,1913,1056,481,,236,218,18,,12.34,20.64,3.74,
588,PITTSBURGH WARD 2 DIST 2,952,454,272,,86,74,12,,9.03,16.3,4.41,
589,PITTSBURGH WARD 3 DIST 1,260,241,6,,58,57,1,,22.31,23.65,16.67,
590,PITTSBURGH WARD 3 DIST 2,688,614,31,,221,217,4,,32.12,35.34,12.9,
591,PITTSBURGH WARD 3 DIST 3,367,321,12,,65,65,0,,17.71,20.25,0,
592,PITTSBURGH WARD 3 DIST 4,572,378,84,,62,60,2,,10.84,15.87,2.38,
593,PITTSBURGH WARD 3 DIST 5,455,387,20,,70,69,1,,15.38,17.83,5,
594,PITTSBURGH WARD 4 DIST 1,330,251,30,,29,29,0,,8.79,11.55,0,
595,PITTSBURGH WARD 4 DIST 2,831,599,82,,70,60,10,,8.42,10.02,12.2,
596,PITTSBURGH WARD 4 DIST 3,374,335,11,,55,55,0,,14.71,16.42,0,
597,PITTSBURGH WARD 4 DIST 4,258,223,9,,26,26,0,,10.08,11.66,0,
598,PITTSBURGH WARD 4 DIST 5,1191,653,227,,40,36,4,,3.36,5.51,1.76,
599,PITTSBURGH WARD 4 DIST 6,837,550,112,,69,67,2,,8.24,12.18,1.79,
600,PITTSBURGH WARD 4 DIST 7,3227,1750,635,,93,90,3,,2.88,5.14,0.47,
601,PITTSBURGH WARD 4 DIST 8,4758,2412,1041,,22,19,3,,0.46,0.79,0.29,
602,PITTSBURGH WARD 4 DIST 9,657,462,99,,129,122,7,,19.63,26.41,7.07,
603,PITTSBURGH WARD 4 DIST 10,607,365,87,,34,28,6,,5.6,7.67,6.9,
