Precinct Number,Precinct Name,Total Reg Voters,Democratic Reg Voters,Republican Reg Voters,Nonpartisan Reg Voters,Total Ballots Cast,Democratic Ballots Cast,Republican Ballots Cast,Nonpartisan Ballots Cast,Total Voter Turnout (%),Democratic Voter Turnout (%),Republican Voter Turnout (%),Nonpartisan Voter Turnout (%)
1191,SWISSVALE DIST 9,655,512,68,,186,168,18,,28.4,32.81,26.47,
1192,SWISSVALE DIST 10,237,199,14,,26,26,0,,10.97,13.07,0,
1193,SWISSVALE DIST 11,680,496,105,,202,191,11,,29.71,38.51,10.48,
1194,TARENTUM WARD 1 DIST 1,666,380,176,,81,62,19,,12.16,16.32,10.8,
1195,TARENTUM WARD 1 DIST 2,486,266,140,,75,54,21,,15.43,20.3,15,
1196,TARENTUM WARD 2,527,321,127,,95,66,29,,18.03,20.56,22.83,
1197,TARENTUM WARD 3 DIST 1,308,153,90,,40,31,9,,12.99,20.26,10,
1198,TARENTUM WARD 3 DIST 2,600,336,174,,86,67,19,,14.33,19.94,10.92,
1199,THORNBURG,424,193,178,,119,74,45,,28.07,38.34,25.28,
1200,PENNSBURY VILL,594,315,181,,105,78,27,,17.68,24.76,14.92,
1201,TRAFFORD,44,25,14,,5,3,2,,11.36,12,14.29,
1202,TURTLE CREEK WD 1 DIST 1,825,548,193,,160,120,40,,19.39,21.9,20.73,
1203,TURTLE CREEK WD 1 DIST 2,405,292,64,,71,58,13,,17.53,19.86,20.31,
1204,TURTLE CREEK WD 2 DIST 1,688,504,102,,83,65,18,,12.06,12.9,17.65,
1205,TURTLE CREEK WD 2 DIST 2,324,224,60,,33,25,8,,10.19,11.16,13.33,
1206,TURTLE CREEK WD 3 DIST 1,629,438,103,,74,62,12,,11.76,14.16,11.65,
1207,TURTLE CREEK WD 3 DIST 2,485,334,108,,115,94,21,,23.71,28.14,19.44,
1208,UP ST CLAIR WARD 1 DIST 1,689,249,350,,68,33,35,,9.87,13.25,10,
1209,UP ST CLAIR WARD 1 DIST 2,834,289,416,,77,35,42,,9.23,12.11,10.1,
1210,UP ST CLAIR WARD 1 DIST 3,943,335,490,,72,30,42,,7.64,8.96,8.57,
1211,UP ST CLAIR WARD 1 DIST 4,796,293,387,,91,52,39,,11.43,17.75,10.08,
1212,UP ST CLAIR WARD 2 DIST 1,949,408,396,,80,45,35,,8.43,11.03,8.84,
1213,UP ST CLAIR WARD 2 DIST 2,682,201,390,,76,36,40,,11.14,17.91,10.26,
1214,UP ST CLAIR WARD 2 DIST 3,1027,463,424,,108,62,46,,10.52,13.39,10.85,
1215,UP ST CLAIR WARD 2 DIST 4,533,180,269,,59,35,24,,11.07,19.44,8.92,
1216,UP ST CLAIR WARD 3 DIST 1,1028,410,482,,115,50,65,,11.19,12.2,13.49,
1217,UP ST CLAIR WARD 3 DIST 2,867,348,419,,96,42,54,,11.07,12.07,12.89,
1218,UP ST CLAIR WARD 3 DIST 3,1183,389,649,,141,66,75,,11.92,16.97,11.56,
1219,UP ST CLAIR WARD 4 DIST 1,968,340,484,,89,47,42,,9.19,13.82,8.68,
1220,UP ST CLAIR WARD 4 DIST 2,759,244,406,,77,28,49,,10.14,11.48,12.07,
1221,UP ST CLAIR WARD 4 DIST 3,612,223,318,,79,40,39,,12.91,17.94,12.26,
1222,UP ST CLAIR WARD 4 DIST 4,1020,272,633,,137,49,88,,13.43,18.01,13.9,
1223,UP ST CLAIR WARD 5 DIST 1,1304,472,644,,145,75,70,,11.12,15.89,10.87,
1224,UP ST CLAIR WARD 5 DIST 2,801,285,418,,95,44,51,,11.86,15.44,12.2,
1225,UP ST CLAIR WARD 5 DIST 3,866,317,401,,84,46,38,,9.7,14.51,9.48,
1226,VERONA DIST 1,506,340,86,,91,79,12,,17.98,23.24,13.95,
1227,VERONA DIST 2,591,374,141,,127,98,29,,21.49,26.2,20.57,
1228,VERONA DIST 3,623,417,127,,154,128,26,,24.72,30.7,20.47,
1229,VERSAILLES DIST 1,530,344,125,,86,71,15,,16.23,20.64,12,
1230,VERSAILLES DIST 2,466,316,99,,69,63,6,,14.81,19.94,6.06,
1231,WALL,315,201,67,,47,40,7,,14.92,19.9,10.45,
1232,WEST DEER DIST 1,1363,587,605,,176,98,78,,12.91,16.7,12.89,
1233,WEST DEER DIST 2,567,265,231,,85,46,39,,14.99,17.36,16.88,
1234,WEST DEER DIST 3,831,421,296,,96,58,38,,11.55,13.78,12.84,
1235,WEST DEER DIST 4,769,330,358,,89,42,47,,11.57,12.73,13.13,
1236,WEST DEER DIST 5,826,430,308,,116,70,46,,14.04,16.28,14.94,
1237,WEST DEER DIST 6,753,358,278,,111,68,43,,14.74,18.99,15.47,
1238,WEST DEER DIST 7,1544,608,739,,201,83,118,,13.02,13.65,15.97,
1239,WEST DEER DIST 8,1415,621,616,,234,135,99,,16.54,21.74,16.07,
1240,W ELIZABETH,272,160,79,,54,38,16,,19.85,23.75,20.25,
1241,W HOMESTEAD DIST 1,484,357,63,,59,49,10,,12.19,13.73,15.87,
1242,W HOMESTEAD DIST 2,453,311,106,,174,145,29,,38.41,46.62,27.36,
1243,W HOMESTEAD DIST 3,522,342,138,,199,151,48,,38.12,44.15,34.78,
1244,WEST MIFFLIN DIST 1,723,477,144,,181,154,27,,25.03,32.29,18.75,
1245,WEST MIFFLIN DIST 2,471,389,43,,94,90,4,,19.96,23.14,9.3,
1246,WEST MIFFLIN DIST 3,468,313,99,,100,81,19,,21.37,25.88,19.19,
1247,WEST MIFFLIN DIST 4,463,386,13,,40,39,1,,8.64,10.1,7.69,
1248,WEST MIFFLIN DIST 5,848,616,174,,323,272,51,,38.09,44.16,29.31,
1249,WEST MIFFLIN DIST 6,318,207,69,,74,64,10,,23.27,30.92,14.49,
1250,WEST MIFFLIN DIST 7,750,531,150,,211,185,26,,28.13,34.84,17.33,
1251,WEST MIFFLIN DIST 8,575,441,82,,110,102,8,,19.13,23.13,9.76,
1252,WEST MIFFLIN DIST 9,767,545,161,,206,173,33,,26.86,31.74,20.5,
1253,WEST MIFFLIN DIST 10,519,329,121,,108,86,22,,20.81,26.14,18.18,
1254,WEST MIFFLIN DIST 11,778,449,223,,123,97,26,,15.81,21.6,11.66,
1255,WEST MIFFLIN DIST 12,1006,673,225,,201,168,33,,19.98,24.96,14.67,
1256,WEST MIFFLIN DIST 13,585,397,125,,132,116,16,,22.56,29.22,12.8,
1257,WEST MIFFLIN DIST 14,868,553,233,,289,234,55,,33.29,42.31,23.61,
1258,WEST MIFFLIN DIST 15,587,416,122,,134,116,18,,22.83,27.88,14.75,
1259,WEST MIFFLIN DIST 16,1192,751,326,,330,262,68,,27.68,34.89,20.86,
1260,WEST MIFFLIN DIST 17,562,335,159,,117,91,26,,20.82,27.16,16.35,
1261,WEST MIFFLIN DIST 18,773,521,175,,186,155,31,,24.06,29.75,17.71,
1262,WEST MIFFLIN DIST 19,653,409,187,,150,114,36,,22.97,27.87,19.25,
1263,WEST MIFFLIN DIST 20,461,332,93,,169,146,23,,36.66,43.98,24.73,
1264,WEST MIFFLIN DIST 21,648,393,175,,135,108,27,,20.83,27.48,15.43,
1265,WEST VIEW DIST 1,702,383,227,,119,80,39,,16.95,20.89,17.18,
1266,WEST VIEW DIST 2,770,431,216,,87,68,19,,11.3,15.78,8.8,
1267,WEST VIEW DIST 3,569,319,178,,98,76,22,,17.22,23.82,12.36,
1268,WEST VIEW DIST 4,585,312,193,,91,64,27,,15.56,20.51,13.99,
1269,WEST VIEW DIST 5,747,450,192,,120,88,32,,16.06,19.56,16.67,
1270,WEST VIEW DIST 6,686,395,196,,102,66,36,,14.87,16.71,18.37,
1271,WEST VIEW DIST 7,640,361,200,,106,79,27,,16.56,21.88,13.5,
1272,WHITAKER DIST 1,422,302,78,,97,80,17,,22.99,26.49,21.79,
1273,WHITAKER DIST 2,389,297,55,,64,59,5,,16.45,19.87,9.09,
1274,WHITEHALL DIST 1,524,280,187,,98,67,31,,18.7,23.93,16.58,
1275,WHITEHALL DIST 2,597,315,208,,97,66,31,,16.25,20.95,14.9,
1276,WHITEHALL DIST 3,666,334,261,,135,86,49,,20.27,25.75,18.77,
1277,WHITEHALL DIST 4,665,336,253,,133,85,48,,20,25.3,18.97,
1278,WHITEHALL DIST 5,683,369,235,,114,70,44,,16.69,18.97,18.72,
1279,WHITEHALL DIST 6,1034,661,154,,38,28,10,,3.68,4.24,6.49,
1280,WHITEHALL DIST 7,446,272,150,,149,106,43,,33.41,38.97,28.67,
1281,WHITEHALL DIST 8,788,390,310,,183,114,69,,23.22,29.23,22.26,
1282,WHITEHALL DIST 9,547,297,194,,72,47,25,,13.16,15.82,12.89,
1283,WHITEHALL DIST 10,615,334,218,,77,46,31,,12.52,13.77,14.22,
1284,WHITEHALL DIST 11,625,314,240,,112,67,45,,17.92,21.34,18.75,
1285,WHITEHALL DIST 12,549,279,218,,108,62,46,,19.67,22.22,21.1,
1286,WHITEHALL DIST 13,445,257,131,,78,55,23,,17.53,21.4,17.56,
1287,WHITEHALL DIST 14,577,282,236,,79,53,26,,13.69,18.79,11.02,
1288,WHITEHALL DIST 15,974,519,344,,190,119,71,,19.51,22.93,20.64,
1289,WHITEHALL DIST 16,597,282,252,,132,73,59,,22.11,25.89,23.41,
1290,WHITE OAK DIST 1,738,408,235,,108,79,29,,14.63,19.36,12.34,
1291,WHITE OAK DIST 2,787,417,288,,105,70,35,,13.34,16.79,12.15,
1292,WHITE OAK DIST 3,862,478,292,,155,97,58,,17.98,20.29,19.86,
1293,WHITE OAK DIST 4,758,417,266,,135,92,43,,17.81,22.06,16.17,
1294,WHITE OAK DIST 5,799,448,275,,188,132,56,,23.53,29.46,20.36,
1295,WHITE OAK DIST 6,714,369,274,,114,73,41,,15.97,19.78,14.96,
1296,WHITE OAK DIST 7,1067,560,406,,174,95,79,,16.31,16.96,19.46,
1297,WILKINS WARD 1 DIST 1,766,427,215,,97,70,27,,12.66,16.39,12.56,
1298,WILKINS WARD 1 DIST 2,655,345,241,,131,93,38,,20,26.96,15.77,
1299,WILKINS WARD 1 DIST 3,794,474,222,,140,110,30,,17.63,23.21,13.51,
1300,WILKINS WARD 1 DIST 4,628,358,181,,114,89,25,,18.15,24.86,13.81,
1301,WILKINS WARD 1 DIST 5,432,287,92,,64,54,10,,14.81,18.82,10.87,
1302,WILKINS WARD 2 DIST 1,617,348,194,,118,82,36,,19.12,23.56,18.56,
1303,WILKINS WARD 2 DIST 2,899,591,195,,157,126,31,,17.46,21.32,15.9,
1304,WILKINSBURG WARD 1 DIST 1,1017,899,34,,212,207,5,,20.85,23.03,14.71,
1305,WILKINSBURG WARD 1 DIST 2,767,670,27,,141,139,2,,18.38,20.75,7.41,
1306,WILKINSBURG WARD 1 DIST 3,481,419,15,,92,92,0,,19.13,21.96,0,
1307,WILKINSBURG WARD 1 DIST 4,604,474,55,,156,143,13,,25.83,30.17,23.64,
1308,WILKINSBURG WARD 1 DIST 5,535,378,89,,145,129,16,,27.1,34.13,17.98,
1309,WILKINSBURG WARD 1 DIST 6,1005,846,58,,162,156,6,,16.12,18.44,10.34,
1310,WILKINSBURG WARD 2 DIST 1,824,645,68,,142,135,7,,17.23,20.93,10.29,
1311,WILKINSBURG WARD 2 DIST 2,985,775,121,,248,220,28,,25.18,28.39,23.14,
1312,WILKINSBURG WARD 2 DIST 3,858,705,51,,130,126,4,,15.15,17.87,7.84,
1313,WILKINSBURG WARD 2 DIST 4,538,446,21,,55,55,0,,10.22,12.33,0,
1314,WILKINSBURG WARD 2 DIST 5,765,629,31,,151,149,2,,19.74,23.69,6.45,
1315,WILKINSBURG WARD 3 DIST 1,732,490,108,,215,199,16,,29.37,40.61,14.81,
1316,WILKINSBURG WARD 3 DIST 2,661,462,85,,176,156,20,,26.63,33.77,23.53,
1317,WILKINSBURG WARD 3 DIST 3,850,723,35,,174,172,2,,20.47,23.79,5.71,
1318,WILKINSBURG WARD 3 DIST 4,1025,768,89,,219,204,15,,21.37,26.56,16.85,
1319,WILKINSBURG WARD 3 DIST 5,1035,836,54,,168,162,6,,16.23,19.38,11.11,
1320,WILKINSBURG WARD 3 DIST 6,558,467,41,,100,89,11,,17.92,19.06,26.83,
1321,WILMERDING DIST 1,542,404,67,,46,40,6,,8.49,9.9,8.96,
1322,WILMERDING DIST 2,748,519,126,,128,111,17,,17.11,21.39,13.49,
